Energy Usage and Saving Report
Report Time: 04/22/2015 12:44 PM,Time Zone: America/New_York
20/04/2015 14:00:00,5.056
20/04/2015 15:00:00,5.37
20/04/2015 16:00:00,5.038
20/04/2015 17:00:00,5.104
20/04/2015 18:00:00,4.682
20/04/2015 19:00:00,0.385
20/04/2015 20:00:00,0.44
20/04/2015 21:00:00,0.619
20/04/2015 22:00:00,1.781
20/04/2015 23:00:00,0.731
21/04/2015 00:00:00,1.86
21/04/2015 01:00:00,0.916
21/04/2015 02:00:00,2.029
21/04/2015 03:00:00,1.535
21/04/2015 04:00:00,0.945
21/04/2015 05:00:00,1.749
21/04/2015 06:00:00,0.892
21/04/2015 07:00:00,5.898
21/04/2015 08:00:00,4.596
21/04/2015 09:00:00,5.102
21/04/2015 10:00:00,4.268
21/04/2015 11:00:00,4.621
21/04/2015 12:00:00,4.539
21/04/2015 13:00:00,4.773
21/04/2015 14:00:00,4.51
21/04/2015 15:00:00,4.719
21/04/2015 16:00:00,4.562
21/04/2015 17:00:00,4.22
21/04/2015 18:00:00,3.476
21/04/2015 19:00:00,0.288
21/04/2015 20:00:00,0.401
21/04/2015 21:00:00,0.436
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

PC AHU-1 (Open Area ATM Room Side)
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0.15
17/04/2015 01:00:00,0.127
17/04/2015 02:00:00,0.157
17/04/2015 03:00:00,0.127
17/04/2015 04:00:00,0.129
17/04/2015 05:00:00,0.135
17/04/2015 06:00:00,0.164
17/04/2015 07:00:00,0.183
17/04/2015 08:00:00,0.179
17/04/2015 09:00:00,0.19
17/04/2015 10:00:00,0.187
17/04/2015 11:00:00,0.196
17/04/2015 12:00:00,0.183
17/04/2015 13:00:00,0.19
17/04/2015 14:00:00,0.181
17/04/2015 15:00:00,0.193
17/04/2015 16:00:00,0.188
17/04/2015 17:00:00,0.192
17/04/2015 18:00:00,0.191
17/04/2015 19:00:00,0.121
17/04/2015 20:00:00,0.122
17/04/2015 21:00:00,0.132
17/04/2015 22:00:00,0.145
17/04/2015 23:00:00,0.133
18/04/2015 00:00:00,0.145
18/04/2015 01:00:00,0.146
18/04/2015 02:00:00,0.125
18/04/2015 03:00:00,0.148
18/04/2015 04:00:00,0.132
18/04/2015 05:00:00,0.143
18/04/2015 06:00:00,0.145
18/04/2015 07:00:00,0.131
18/04/2015 08:00:00,0.19
18/04/2015 09:00:00,0.181
18/04/2015 10:00:00,0.19
18/04/2015 11:00:00,0.181
18/04/2015 12:00:00,0.188
18/04/2015 13:00:00,0.182
18/04/2015 14:00:00,0.191
18/04/2015 15:00:00,0.182
18/04/2015 16:00:00,0.194
18/04/2015 17:00:00,0.12
18/04/2015 18:00:00,0.13
18/04/2015 19:00:00,0.132
18/04/2015 20:00:00,0.146
18/04/2015 21:00:00,0.157
18/04/2015 22:00:00,0.124
18/04/2015 23:00:00,0.154
19/04/2015 00:00:00,0.153
19/04/2015 01:00:00,0.126
19/04/2015 02:00:00,0.154
19/04/2015 03:00:00,0.146
19/04/2015 04:00:00,0.129
19/04/2015 05:00:00,0.158
19/04/2015 06:00:00,0.126
19/04/2015 07:00:00,0.144
19/04/2015 08:00:00,0.153
19/04/2015 09:00:00,0.164
19/04/2015 10:00:00,0.145
19/04/2015 11:00:00,0.156
19/04/2015 12:00:00,0.175
19/04/2015 13:00:00,0.164
19/04/2015 14:00:00,0.163
19/04/2015 15:00:00,0.186
19/04/2015 16:00:00,0.161
19/04/2015 17:00:00,0.168
19/04/2015 18:00:00,0.176
19/04/2015 19:00:00,0.154
19/04/2015 20:00:00,0.145
19/04/2015 21:00:00,0.155
19/04/2015 22:00:00,0.164
19/04/2015 23:00:00,0.134
20/04/2015 00:00:00,0.146
20/04/2015 01:00:00,0.156
20/04/2015 02:00:00,0.142
20/04/2015 03:00:00,0.135
20/04/2015 04:00:00,0.16
20/04/2015 05:00:00,0.152
20/04/2015 06:00:00,0.136
20/04/2015 07:00:00,0.176
20/04/2015 08:00:00,0.19
20/04/2015 09:00:00,0.18
20/04/2015 10:00:00,0.188
20/04/2015 11:00:00,0.18
20/04/2015 12:00:00,0.189
20/04/2015 13:00:00,0.203
20/04/2015 14:00:00,0.18
20/04/2015 15:00:00,0.186
20/04/2015 16:00:00,0.186
20/04/2015 17:00:00,0.192
20/04/2015 18:00:00,0.189
20/04/2015 19:00:00,0.122
20/04/2015 20:00:00,0.124
20/04/2015 21:00:00,0.126
20/04/2015 22:00:00,0.154
20/04/2015 23:00:00,0.125
21/04/2015 00:00:00,0.149
21/04/2015 01:00:00,0.126
21/04/2015 02:00:00,0.155
21/04/2015 03:00:00,0.147
21/04/2015 04:00:00,0.134
21/04/2015 05:00:00,0.146
21/04/2015 06:00:00,0.126
21/04/2015 07:00:00,0.185
21/04/2015 08:00:00,0.18
21/04/2015 09:00:00,0.189
21/04/2015 10:00:00,0.184
21/04/2015 11:00:00,0.187
21/04/2015 12:00:00,0.181
21/04/2015 13:00:00,0.182
21/04/2015 14:00:00,0.19
21/04/2015 15:00:00,0.188
21/04/2015 16:00:00,0.19
21/04/2015 17:00:00,0.185
21/04/2015 18:00:00,0.186
21/04/2015 19:00:00,0.126
21/04/2015 20:00:00,0.126
21/04/2015 21:00:00,0.125
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

PD AHU-2 (Employee Only Areas)
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0.154
17/04/2015 01:00:00,0.157
17/04/2015 02:00:00,0.147
17/04/2015 03:00:00,0.157
17/04/2015 04:00:00,0.167
17/04/2015 05:00:00,0.157
17/04/2015 06:00:00,0.144
17/04/2015 07:00:00,0.213
17/04/2015 08:00:00,0.21
17/04/2015 09:00:00,0.219
17/04/2015 10:00:00,0.218
17/04/2015 11:00:00,0.221
17/04/2015 12:00:00,0.217
17/04/2015 13:00:00,0.212
17/04/2015 14:00:00,0.211
17/04/2015 15:00:00,0.214
17/04/2015 16:00:00,0.217
17/04/2015 17:00:00,0.222
17/04/2015 18:00:00,0.221
17/04/2015 19:00:00,0.141
17/04/2015 20:00:00,0.152
17/04/2015 21:00:00,0.152
17/04/2015 22:00:00,0.145
17/04/2015 23:00:00,0.153
18/04/2015 00:00:00,0.156
18/04/2015 01:00:00,0.145
18/04/2015 02:00:00,0.155
18/04/2015 03:00:00,0.155
18/04/2015 04:00:00,0.155
18/04/2015 05:00:00,0.143
18/04/2015 06:00:00,0.155
18/04/2015 07:00:00,0.16
18/04/2015 08:00:00,0.211
18/04/2015 09:00:00,0.213
18/04/2015 10:00:00,0.219
18/04/2015 11:00:00,0.211
18/04/2015 12:00:00,0.208
18/04/2015 13:00:00,0.214
18/04/2015 14:00:00,0.219
18/04/2015 15:00:00,0.212
18/04/2015 16:00:00,0.215
18/04/2015 17:00:00,0.145
18/04/2015 18:00:00,0.144
18/04/2015 19:00:00,0.142
18/04/2015 20:00:00,0.156
18/04/2015 21:00:00,0.157
18/04/2015 22:00:00,0.164
18/04/2015 23:00:00,0.154
19/04/2015 00:00:00,0.153
19/04/2015 01:00:00,0.156
19/04/2015 02:00:00,0.154
19/04/2015 03:00:00,0.165
19/04/2015 04:00:00,0.154
19/04/2015 05:00:00,0.154
19/04/2015 06:00:00,0.156
19/04/2015 07:00:00,0.154
19/04/2015 08:00:00,0.153
19/04/2015 09:00:00,0.164
19/04/2015 10:00:00,0.165
19/04/2015 11:00:00,0.156
19/04/2015 12:00:00,0.163
19/04/2015 13:00:00,0.162
19/04/2015 14:00:00,0.157
19/04/2015 15:00:00,0.166
19/04/2015 16:00:00,0.164
19/04/2015 17:00:00,0.165
19/04/2015 18:00:00,0.166
19/04/2015 19:00:00,0.164
19/04/2015 20:00:00,0.165
19/04/2015 21:00:00,0.165
19/04/2015 22:00:00,0.154
19/04/2015 23:00:00,0.164
20/04/2015 00:00:00,0.166
20/04/2015 01:00:00,0.156
20/04/2015 02:00:00,0.162
20/04/2015 03:00:00,0.155
20/04/2015 04:00:00,0.16
20/04/2015 05:00:00,0.163
20/04/2015 06:00:00,0.164
20/04/2015 07:00:00,0.208
20/04/2015 08:00:00,0.21
20/04/2015 09:00:00,0.213
20/04/2015 10:00:00,0.214
20/04/2015 11:00:00,0.21
20/04/2015 12:00:00,0.219
20/04/2015 13:00:00,0.227
20/04/2015 14:00:00,0.216
20/04/2015 15:00:00,0.211
20/04/2015 16:00:00,0.216
20/04/2015 17:00:00,0.216
20/04/2015 18:00:00,0.219
20/04/2015 19:00:00,0.143
20/04/2015 20:00:00,0.144
20/04/2015 21:00:00,0.156
20/04/2015 22:00:00,0.144
20/04/2015 23:00:00,0.165
21/04/2015 00:00:00,0.149
21/04/2015 01:00:00,0.156
21/04/2015 02:00:00,0.155
21/04/2015 03:00:00,0.157
21/04/2015 04:00:00,0.147
21/04/2015 05:00:00,0.154
21/04/2015 06:00:00,0.156
21/04/2015 07:00:00,0.215
21/04/2015 08:00:00,0.206
21/04/2015 09:00:00,0.213
21/04/2015 10:00:00,0.209
21/04/2015 11:00:00,0.211
21/04/2015 12:00:00,0.211
21/04/2015 13:00:00,0.212
21/04/2015 14:00:00,0.219
21/04/2015 15:00:00,0.209
21/04/2015 16:00:00,0.22
21/04/2015 17:00:00,0.209
21/04/2015 18:00:00,0.202
21/04/2015 19:00:00,0.146
21/04/2015 20:00:00,0.136
21/04/2015 21:00:00,0.145
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0












    




